accession	protein_id	datatype
BGC0002860.1	JRC61_37860	Not in NCBI
BGC0002860.1	JRC61_37865	Not in NCBI
BGC0002860.1	JRC61_37870	Not in NCBI
BGC0002860.1	JRC61_37875	Not in NCBI
BGC0002860.1	JRC61_37880	Not in NCBI
BGC0002860.1	JRC61_37885	Not in NCBI
BGC0002860.1	JRC61_37890	Not in NCBI
BGC0002860.1	JRC61_37895	Not in NCBI
BGC0002860.1	JRC61_37900	Not in NCBI
BGC0002860.1	JRC61_37905	Not in NCBI
BGC0002860.1	JRC61_37910	Not in NCBI
BGC0002860.1	JRC61_37915	Not in NCBI
BGC0002861.1	HSX37_05790	Not in NCBI
BGC0002862.1	UUG66812.1	GenBank
BGC0002862.1	UUG66797.1	GenBank
BGC0002862.1	UUG66800.1	GenBank
BGC0002862.1	UUG66785.1	GenBank
BGC0002862.1	UUG66808.1	GenBank
BGC0002862.1	UUG66809.1	GenBank
BGC0002862.1	UUG66803.1	GenBank
BGC0002862.1	UUG66786.1	GenBank
BGC0002862.1	UUG66807.1	GenBank
BGC0002862.1	UUG66791.1	GenBank
BGC0002862.1	UUG66802.1	GenBank
BGC0002862.1	UUG66790.1	GenBank
BGC0002862.1	UUG66810.1	GenBank
BGC0002862.1	UUG66801.1	GenBank
BGC0002862.1	UUG66796.1	GenBank
BGC0002862.1	UUG66799.1	GenBank
BGC0002862.1	UUG66782.1	GenBank
BGC0002862.1	UUG66783.1	GenBank
BGC0002862.1	UUG66781.1	GenBank
BGC0002862.1	UUG66784.1	GenBank
BGC0002862.1	UUG66806.1	GenBank
BGC0002862.1	UUG66805.1	GenBank
BGC0002862.1	UUG66787.1	GenBank
BGC0002862.1	UUG66789.1	GenBank
BGC0002862.1	UUG66788.1	GenBank
BGC0002862.1	UUG66798.1	GenBank
BGC0002862.1	UUG66792.1	GenBank
BGC0002862.1	UUG66794.1	GenBank
BGC0002862.1	UUG66804.1	GenBank
BGC0002862.1	UUG66793.1	GenBank
BGC0002862.1	UUG66811.1	GenBank
BGC0002862.1	UUG66813.1	GenBank
BGC0002862.1	UUG66795.1	GenBank
BGC0002863.1	QOP59266.1	GenBank
BGC0002863.1	QOP59267.1	GenBank
BGC0002863.1	QOP59268.1	GenBank
BGC0002863.1	QOP59269.1	GenBank
BGC0002863.1	QOP59270.1	GenBank
BGC0002863.1	QOP59271.1	GenBank
BGC0002863.1	QOP59272.1	GenBank
BGC0002863.1	QOP59273.1	GenBank
BGC0002863.1	QOP59274.1	GenBank
BGC0002863.1	QOP59275.1	GenBank
BGC0002863.1	QOP59276.1	GenBank
BGC0002863.1	QOP59277.1	GenBank
BGC0002863.1	QOP59278.1	GenBank
BGC0002863.1	QOP59279.1	GenBank
BGC0002863.1	QOP59280.1	GenBank
BGC0002863.1	QOP59281.1	GenBank
BGC0002863.1	QOP59282.1	GenBank
BGC0002863.1	QOP59283.1	GenBank
BGC0002863.1	QOP59284.1	GenBank
BGC0002863.1	QOP59285.1	GenBank
BGC0002863.1	QOP59286.1	GenBank
BGC0002863.1	QOP59287.1	GenBank
BGC0002864.1	WNZ75136.1	GenBank
BGC0002864.1	WNZ75137.1	GenBank
BGC0002864.1	WNZ75138.1	GenBank
BGC0002864.1	WNZ75139.1	GenBank
BGC0002864.1	WNZ75135.1	GenBank
BGC0002864.1	WNZ75140.1	GenBank
BGC0002865.1	AAS87170.1	GenBank
BGC0002866.1	Psyr_2582	Not in NCBI
BGC0002866.1	Psyr_2583	Not in NCBI
BGC0002866.1	Psyr_2584	Not in NCBI
BGC0002866.1	Psyr_2585	Not in NCBI
BGC0002866.1	Psyr_2586	Not in NCBI
BGC0002866.1	Psyr_2587	Not in NCBI
BGC0002866.1	Psyr_2588	Not in NCBI
BGC0002866.1	Psyr_2589	Not in NCBI
BGC0002866.1	Psyr_2590	Not in NCBI
BGC0002866.1	Psyr_2591	Not in NCBI
BGC0002866.1	Psyr_2592	Not in NCBI
BGC0002866.1	Psyr_2593	Not in NCBI
BGC0002867.1	WDW19270.1	GenBank
BGC0002867.1	WDW19271.1	GenBank
BGC0002867.1	WDW19272.1	GenBank
BGC0002867.1	WDW19273.1	GenBank
BGC0002867.1	WDW19274.1	GenBank
BGC0002867.1	WDW19275.1	GenBank
BGC0002867.1	WDW19276.1	GenBank
BGC0002867.1	WDW19277.1	GenBank
BGC0002867.1	WDW19278.1	GenBank
BGC0002867.1	WDW19279.1	GenBank
BGC0002867.1	WDW19280.1	GenBank
BGC0002867.1	WDW19281.1	GenBank
BGC0002867.1	WDW19282.1	GenBank
BGC0002867.1	WDW19283.1	GenBank
BGC0002867.1	WDW19284.1	GenBank
BGC0002867.1	WDW19285.1	GenBank
BGC0002867.1	WDW19286.1	GenBank
BGC0002867.1	WDW19287.1	GenBank
BGC0002867.1	WDW19288.1	GenBank
BGC0002867.1	WDW19289.1	GenBank
BGC0002867.1	WDW19290.1	GenBank
BGC0002867.1	WDW19291.1	GenBank
BGC0002868.1	WMP36085.1	GenBank
BGC0002868.1	WMP36086.1	GenBank
BGC0002868.1	WMP36087.1	GenBank
BGC0002868.1	WMP36088.1	GenBank
BGC0002868.1	WMP36089.1	GenBank
BGC0002868.1	WMP36090.1	GenBank
BGC0002868.1	WMP36091.1	GenBank
BGC0002868.1	WMP36092.1	GenBank
BGC0002868.1	WMP36093.1	GenBank
BGC0002868.1	WMP36094.1	GenBank
BGC0002868.1	WMP36095.1	GenBank
BGC0002868.1	WMP36096.1	GenBank
BGC0002868.1	WMP36097.1	GenBank
BGC0002868.1	WMP36098.1	GenBank
BGC0002868.1	WMP36099.1	GenBank
BGC0002868.1	WMP36100.1	GenBank
BGC0002868.1	WMP36101.1	GenBank
BGC0002868.1	WMP36102.1	GenBank
BGC0002868.1	WMP36103.1	GenBank
BGC0002868.1	WMP36104.1	GenBank
BGC0002868.1	WMP36105.1	GenBank
BGC0002868.1	WMP36106.1	GenBank
BGC0002869.1	HXS80_03335	Not in NCBI
BGC0002869.1	HXS80_03340	Not in NCBI
BGC0002869.1	HXS80_03345	Not in NCBI
BGC0002869.1	HXS80_03350	Not in NCBI
BGC0002869.1	HXS80_03355	Not in NCBI
BGC0002869.1	HXS80_03360	Not in NCBI
BGC0002869.1	HXS80_03365	Not in NCBI
BGC0002869.1	HXS80_03370	Not in NCBI
BGC0002869.1	HXS80_03375	Not in NCBI
BGC0002869.1	HXS80_03380	Not in NCBI
BGC0002869.1	HXS80_03385	Not in NCBI
BGC0002869.1	HXS80_03390	Not in NCBI
BGC0002869.1	HXS80_03395	Not in NCBI
BGC0002869.1	HXS80_03400	Not in NCBI
BGC0002869.1	HXS80_03405	Not in NCBI
BGC0002869.1	HXS80_03410	Not in NCBI
BGC0002869.1	HXS80_03415	Not in NCBI
BGC0002869.1	HXS80_03420	Not in NCBI
BGC0002869.1	HXS80_03425	Not in NCBI
BGC0002869.1	HXS80_03430	Not in NCBI
BGC0002869.1	HXS80_03435	Not in NCBI
BGC0002869.1	HXS80_03440	Not in NCBI
BGC0002869.1	HXS80_03445	Not in NCBI
BGC0002869.1	HXS80_03450	Not in NCBI
BGC0002869.1	HXS80_03455	Not in NCBI
BGC0002869.1	HXS80_03460	Not in NCBI
BGC0002869.1	HXS80_03465	Not in NCBI
BGC0002869.1	HXS80_03470	Not in NCBI
BGC0002869.1	HXS80_03475	Not in NCBI
BGC0002869.1	HXS80_03480	Not in NCBI
BGC0002869.1	HXS80_03485	Not in NCBI
BGC0002869.1	HXS80_03490	Not in NCBI
BGC0002871.1	bpln_1g11290	Not in NCBI
BGC0002871.1	bpln_1g11300	Not in NCBI
BGC0002871.1	bpln_1g11310	Not in NCBI
BGC0002871.1	bpln_1g11320	Not in NCBI
BGC0002871.1	bpln_1g11330	Not in NCBI
BGC0002871.1	bpln_1g11340	Not in NCBI
BGC0002871.1	bpln_1g11350	Not in NCBI
BGC0002871.1	bpln_1g11360	Not in NCBI
BGC0002872.1	AXF50652.1	GenBank
BGC0002872.1	AXF50653.1	GenBank
BGC0002872.1	AXF50654.1	GenBank
BGC0002872.1	AXF50656.1	GenBank
BGC0002872.1	AXF50648.1	GenBank
BGC0002872.1	AXF50655.1	GenBank
BGC0002872.1	AXF50649.1	GenBank
BGC0002872.1	AXF50650.1	GenBank
BGC0002872.1	AXF50651.1	GenBank
BGC0002872.1	AXF50657.1	GenBank
BGC0002872.1	AXF50658.1	GenBank
BGC0002872.1	AXF50659.1	GenBank
BGC0002872.1	AXF50660.1	GenBank
BGC0002872.1	AXF50661.1	GenBank
BGC0002872.1	AXF50662.1	GenBank
BGC0002872.1	AXF50663.1	GenBank
BGC0002873.1	H9D14_RS04770	Not in NCBI
BGC0002873.1	H9D14_RS04775	Not in NCBI
BGC0002873.1	H9D14_RS04780	Not in NCBI
BGC0002873.1	H9D14_RS04785	Not in NCBI
BGC0002873.1	H9D14_RS04790	Not in NCBI
BGC0002873.1	H9D14_RS04795	Not in NCBI
BGC0002873.1	H9D14_RS04800	Not in NCBI
BGC0002873.1	H9D14_RS04805	Not in NCBI
BGC0002873.1	H9D14_RS04810	Not in NCBI
BGC0002873.1	H9D14_RS04815	Not in NCBI
BGC0002873.1	H9D14_RS04820	Not in NCBI
BGC0002873.1	H9D14_RS04825	Not in NCBI
BGC0002873.1	H9D14_RS04830	Not in NCBI
BGC0002873.1	H9D14_RS04835	Not in NCBI
BGC0002873.1	H9D14_RS04840	Not in NCBI
BGC0002873.1	H9D14_RS04845	Not in NCBI
BGC0002873.1	H9D14_RS04850	Not in NCBI
BGC0002873.1	H9D14_RS04855	Not in NCBI
BGC0002873.1	H9D14_RS04860	Not in NCBI
BGC0002873.1	H9D14_RS04865	Not in NCBI
BGC0002873.1	H9D14_RS04870	Not in NCBI
BGC0002873.1	H9D14_RS04875	Not in NCBI
BGC0002873.1	H9D14_RS04880	Not in NCBI
BGC0002873.1	H9D14_RS04885	Not in NCBI
BGC0002873.1	H9D14_RS04890	Not in NCBI
BGC0002873.1	H9D14_RS04895	Not in NCBI
BGC0002873.1	H9D14_RS04900	Not in NCBI
BGC0002873.1	H9D14_RS04905	Not in NCBI
BGC0002873.1	H9D14_RS04910	Not in NCBI
BGC0002873.1	H9D14_RS04915	Not in NCBI
BGC0002873.1	H9D14_RS04920	Not in NCBI
BGC0002873.1	H9D14_RS04925	Not in NCBI
BGC0002873.1	H9D14_RS04930	Not in NCBI
BGC0002873.1	H9D14_RS38175	Not in NCBI
BGC0002873.1	H9D14_RS04940	Not in NCBI
BGC0002873.1	H9D14_RS04945	Not in NCBI
BGC0002873.1	H9D14_RS04950	Not in NCBI
BGC0002873.1	H9D14_RS04955	Not in NCBI
BGC0002873.1	H9D14_RS04960	Not in NCBI
BGC0002873.1	H9D14_RS04965	Not in NCBI
BGC0002873.1	H9D14_RS04970	Not in NCBI
BGC0002873.1	H9D14_RS04975	Not in NCBI
BGC0002873.1	H9D14_RS04980	Not in NCBI
BGC0002873.1	H9D14_RS04985	Not in NCBI
BGC0002873.1	H9D14_RS04990	Not in NCBI
BGC0002873.1	H9D14_RS04995	Not in NCBI
BGC0002873.1	H9D14_RS05000	Not in NCBI
BGC0002873.1	H9D14_RS05005	Not in NCBI
BGC0002873.1	H9D14_RS05010	Not in NCBI
BGC0002873.1	H9D14_RS05015	Not in NCBI
BGC0002873.1	H9D14_RS05020	Not in NCBI
BGC0002873.1	H9D14_RS05025	Not in NCBI
BGC0002873.1	H9D14_RS05030	Not in NCBI
BGC0002873.1	H9D14_RS05035	Not in NCBI
BGC0002873.1	H9D14_RS05040	Not in NCBI
BGC0002873.1	H9D14_RS05045	Not in NCBI
BGC0002877.1	CCM_09337	Not in NCBI
BGC0002877.1	CCM_09338	Not in NCBI
BGC0002877.1	CCM_09339	Not in NCBI
BGC0002877.1	CCM_09340	Not in NCBI
BGC0002877.1	CCM_09341	Not in NCBI
BGC0002877.1	CCM_09342	Not in NCBI
BGC0002877.1	CCM_09343	Not in NCBI
BGC0002877.1	CCM_09344	Not in NCBI
BGC0002877.1	CCM_09345	Not in NCBI
BGC0002877.1	CCM_09346	Not in NCBI
BGC0002877.1	CCM_09347	Not in NCBI
BGC0002877.1	CCM_09348	Not in NCBI
BGC0002877.1	CCM_09349	Not in NCBI
BGC0002877.1	CCM_09350	Not in NCBI
BGC0002878.1	Tcur_0376	Not in NCBI
BGC0002878.1	Tcur_0377	Not in NCBI
BGC0002878.1	Tcur_0378	Not in NCBI
BGC0002878.1	Tcur_0379	Not in NCBI
BGC0002878.1	Tcur_0380	Not in NCBI
BGC0002879.1	UUG66779.1	GenBank
BGC0002879.1	UUG66769.1	GenBank
BGC0002879.1	UUG66763.1	GenBank
BGC0002879.1	UUG66765.1	GenBank
BGC0002879.1	UUG66767.1	GenBank
BGC0002879.1	UUG66746.1	GenBank
BGC0002879.1	UUG66778.1	GenBank
BGC0002879.1	UUG66774.1	GenBank
BGC0002879.1	UUG66777.1	GenBank
BGC0002879.1	UUG66749.1	GenBank
BGC0002879.1	UUG66752.1	GenBank
BGC0002879.1	UUG66761.1	GenBank
BGC0002879.1	UUG66762.1	GenBank
BGC0002879.1	UUG66758.1	GenBank
BGC0002879.1	UUG66753.1	GenBank
BGC0002879.1	UUG66776.1	GenBank
BGC0002879.1	UUG66775.1	GenBank
BGC0002879.1	UUG66766.1	GenBank
BGC0002879.1	UUG66768.1	GenBank
BGC0002879.1	UUG66780.1	GenBank
BGC0002879.1	UUG66745.1	GenBank
BGC0002879.1	UUG66754.1	GenBank
BGC0002879.1	UUG66744.1	GenBank
BGC0002879.1	UUG66757.1	GenBank
BGC0002879.1	UUG66750.1	GenBank
BGC0002879.1	UUG66760.1	GenBank
BGC0002879.1	UUG66764.1	GenBank
BGC0002879.1	UUG66756.1	GenBank
BGC0002879.1	UUG66751.1	GenBank
BGC0002879.1	UUG66743.1	GenBank
BGC0002879.1	UUG66742.1	GenBank
BGC0002879.1	UUG66748.1	GenBank
BGC0002879.1	UUG66771.1	GenBank
BGC0002879.1	UUG66741.1	GenBank
BGC0002879.1	UUG66773.1	GenBank
BGC0002879.1	UUG66770.1	GenBank
BGC0002879.1	UUG66755.1	GenBank
BGC0002879.1	UUG66747.1	GenBank
BGC0002879.1	UUG66759.1	GenBank
BGC0002879.1	UUG66772.1	GenBank
BGC0002880.1	UDF05922.1	GenBank
BGC0002880.1	UDF05924.1	GenBank
BGC0002880.1	UDF05923.1	GenBank
BGC0002880.1	UDF05932.1	GenBank
BGC0002880.1	UDF05925.1	GenBank
BGC0002880.1	UDF05914.1	GenBank
BGC0002880.1	UDF05926.1	GenBank
BGC0002880.1	UDF05927.1	GenBank
BGC0002880.1	UDF05928.1	GenBank
BGC0002880.1	UDF05915.1	GenBank
BGC0002880.1	UDF05929.1	GenBank
BGC0002880.1	UDF05930.1	GenBank
BGC0002880.1	UDF05921.1	GenBank
BGC0002880.1	UDF05920.1	GenBank
BGC0002880.1	UDF05919.1	GenBank
BGC0002880.1	UDF05918.1	GenBank
BGC0002880.1	UDF05917.1	GenBank
BGC0002880.1	UDF05916.1	GenBank
BGC0002880.1	UDF05931.1	GenBank
BGC0002881.1	H9D14_RS00880	Not in NCBI
BGC0002881.1	H9D14_RS00885	Not in NCBI
BGC0002881.1	H9D14_RS00890	Not in NCBI
BGC0002881.1	H9D14_RS00895	Not in NCBI
BGC0002881.1	H9D14_RS00900	Not in NCBI
BGC0002881.1	H9D14_RS00905	Not in NCBI
BGC0002881.1	H9D14_RS00910	Not in NCBI
BGC0002881.1	H9D14_RS00915	Not in NCBI
BGC0002881.1	H9D14_RS00920	Not in NCBI
BGC0002881.1	H9D14_RS00925	Not in NCBI
BGC0002881.1	H9D14_RS00930	Not in NCBI
BGC0002881.1	H9D14_RS00935	Not in NCBI
BGC0002881.1	H9D14_RS00940	Not in NCBI
BGC0002881.1	H9D14_RS00945	Not in NCBI
BGC0002881.1	H9D14_RS00950	Not in NCBI
BGC0002881.1	H9D14_RS00955	Not in NCBI
BGC0002881.1	H9D14_RS00960	Not in NCBI
BGC0002881.1	H9D14_RS00965	Not in NCBI
BGC0002881.1	H9D14_RS00970	Not in NCBI
BGC0002881.1	H9D14_RS00975	Not in NCBI
BGC0002881.1	H9D14_RS00980	Not in NCBI
BGC0002881.1	H9D14_RS00985	Not in NCBI
BGC0002881.1	H9D14_RS00990	Not in NCBI
BGC0002881.1	H9D14_RS00995	Not in NCBI
BGC0002881.1	H9D14_RS38135	Not in NCBI
BGC0002881.1	H9D14_RS01000	Not in NCBI
BGC0002881.1	H9D14_RS01005	Not in NCBI
BGC0002881.1	H9D14_RS01010	Not in NCBI
BGC0002881.1	H9D14_RS01015	Not in NCBI
BGC0002881.1	H9D14_RS01020	Not in NCBI
BGC0002881.1	H9D14_RS01025	Not in NCBI
BGC0002881.1	H9D14_RS01030	Not in NCBI
BGC0002881.1	H9D14_RS01035	Not in NCBI
BGC0002881.1	H9D14_RS01040	Not in NCBI
BGC0002881.1	H9D14_RS01045	Not in NCBI
BGC0002881.1	H9D14_RS01050	Not in NCBI
BGC0002881.1	H9D14_RS01055	Not in NCBI
BGC0002881.1	H9D14_RS01060	Not in NCBI
BGC0002881.1	H9D14_RS01065	Not in NCBI
BGC0002881.1	H9D14_RS01070	Not in NCBI
BGC0002881.1	H9D14_RS01075	Not in NCBI
BGC0002881.1	H9D14_RS01080	Not in NCBI
BGC0002881.1	H9D14_RS01085	Not in NCBI
BGC0002884.1	AAP56239.1	GenBank
BGC0002886.1	WZC35271.1	GenBank
BGC0002886.1	WZC35272.1	GenBank
BGC0002886.1	WZC35273.1	GenBank
BGC0002886.1	WZC35274.1	GenBank
BGC0002886.1	WZC35275.1	GenBank
BGC0002886.1	WZC35276.1	GenBank
BGC0002886.1	WZC35277.1	GenBank
BGC0002886.1	WZC35278.1	GenBank
BGC0002886.1	WZC35279.1	GenBank
BGC0002886.1	WZC35280.1	GenBank
BGC0002886.1	WZC35281.1	GenBank
BGC0002887.1	GLRG_11836	Not in NCBI
BGC0002887.1	GLRG_11837	Not in NCBI
BGC0002887.1	GLRG_11838	Not in NCBI
BGC0002887.1	GLRG_11839	Not in NCBI
BGC0002887.1	GLRG_11840	Not in NCBI
BGC0002890.1	G7Z99_03330	Not in NCBI
BGC0002890.1	G7Z99_03335	Not in NCBI
BGC0002890.1	G7Z99_03340	Not in NCBI
BGC0002890.1	G7Z99_03345	Not in NCBI
BGC0002892.1	BKM31_07955	Not in NCBI
BGC0002892.1	BKM31_07960	Not in NCBI
BGC0002892.1	BKM31_07965	Not in NCBI
BGC0002892.1	BKM31_07970	Not in NCBI
BGC0002892.1	BKM31_07975	Not in NCBI
BGC0002892.1	BKM31_07980	Not in NCBI
BGC0002892.1	BKM31_07985	Not in NCBI
BGC0002892.1	BKM31_07990	Not in NCBI
BGC0002892.1	BKM31_07995	Not in NCBI
BGC0002892.1	BKM31_08000	Not in NCBI
BGC0002892.1	BKM31_08005	Not in NCBI
BGC0002892.1	BKM31_08010	Not in NCBI
BGC0002892.1	BKM31_08015	Not in NCBI
BGC0002892.1	BKM31_08020	Not in NCBI
BGC0002892.1	BKM31_08025	Not in NCBI
BGC0002892.1	BKM31_08030	Not in NCBI
BGC0002892.1	BKM31_08035	Not in NCBI
BGC0002892.1	BKM31_08040	Not in NCBI
BGC0002892.1	BKM31_08045	Not in NCBI
BGC0002892.1	BKM31_08050	Not in NCBI
BGC0002892.1	BKM31_08055	Not in NCBI
BGC0002892.1	BKM31_08060	Not in NCBI
BGC0002892.1	BKM31_08065	Not in NCBI
BGC0002892.1	BKM31_08070	Not in NCBI
BGC0002892.1	BKM31_08075	Not in NCBI
BGC0002892.1	BKM31_08080	Not in NCBI
BGC0002892.1	BKM31_08085	Not in NCBI
BGC0002892.1	BKM31_08090	Not in NCBI
BGC0002892.1	BKM31_08095	Not in NCBI
BGC0002892.1	BKM31_08100	Not in NCBI
BGC0002892.1	BKM31_08105	Not in NCBI
BGC0002892.1	BKM31_08110	Not in NCBI
BGC0002892.1	BKM31_08115	Not in NCBI
BGC0002892.1	BKM31_08120	Not in NCBI
BGC0002892.1	BKM31_08125	Not in NCBI
BGC0002892.1	BKM31_08130	Not in NCBI
BGC0002892.1	BKM31_08135	Not in NCBI
BGC0002892.1	BKM31_08140	Not in NCBI
BGC0002892.1	BKM31_08145	Not in NCBI
BGC0002892.1	BKM31_08150	Not in NCBI
BGC0002892.1	BKM31_08155	Not in NCBI
BGC0002892.1	BKM31_08160	Not in NCBI
BGC0002892.1	BKM31_08165	Not in NCBI
BGC0002892.1	BKM31_08170	Not in NCBI
BGC0002892.1	BKM31_08175	Not in NCBI
BGC0002892.1	BKM31_08180	Not in NCBI
BGC0002892.1	BKM31_08185	Not in NCBI
BGC0002892.1	BKM31_08190	Not in NCBI
BGC0002892.1	BKM31_08195	Not in NCBI
BGC0002892.1	BKM31_08200	Not in NCBI
BGC0002892.1	BKM31_08205	Not in NCBI
BGC0002892.1	BKM31_08210	Not in NCBI
BGC0002892.1	BKM31_08215	Not in NCBI
BGC0002892.1	BKM31_08220	Not in NCBI
BGC0002892.1	BKM31_08225	Not in NCBI
BGC0002892.1	BKM31_08230	Not in NCBI
BGC0002892.1	BKM31_08235	Not in NCBI
BGC0002892.1	BKM31_08240	Not in NCBI
BGC0002892.1	BKM31_08245	Not in NCBI
BGC0002892.1	BKM31_08250	Not in NCBI
BGC0002892.1	BKM31_08255	Not in NCBI
BGC0002892.1	BKM31_08260	Not in NCBI
BGC0002892.1	BKM31_08265	Not in NCBI
BGC0002897.1	K245_RS0110285	Not in NCBI
BGC0002897.1	K245_RS0110290	Not in NCBI
BGC0002897.1	K245_RS0110295	Not in NCBI
BGC0002897.1	K245_RS0110300	Not in NCBI
BGC0002897.1	K245_RS23915	Not in NCBI
BGC0002897.1	K245_RS0110310	Not in NCBI
BGC0002899.1	WR51_29300	Not in NCBI
BGC0002899.1	WR51_29305	Not in NCBI
BGC0002899.1	WR51_29310	Not in NCBI
BGC0002899.1	WR51_29315	Not in NCBI
BGC0002899.1	WR51_29320	Not in NCBI
BGC0002900.1	WOU_03157	Not in NCBI
BGC0002900.1	WOU_03158	Not in NCBI
BGC0002900.1	WOU_03159	Not in NCBI
BGC0002900.1	WOU_03160	Not in NCBI
BGC0002900.1	WOU_03161	Not in NCBI
BGC0002901.1	LALCM10_130008	Not in NCBI
BGC0002901.1	LALCM10_130009	Not in NCBI
BGC0002901.1	LALCM10_130010	Not in NCBI
BGC0002901.1	LALCM10_130011	Not in NCBI
BGC0002901.1	LALCM10_130012	Not in NCBI
BGC0002903.1	TR49_RS24040	Not in NCBI
BGC0002903.1	TR49_RS24045	Not in NCBI
BGC0002903.1	TR49_RS24050	Not in NCBI
BGC0002903.1	TR49_RS43040	Not in NCBI
BGC0002904.1	AIT39686.1	GenBank
BGC0002904.1	AIT39687.1	GenBank
BGC0002904.1	AIT39688.1	GenBank
BGC0002904.1	AIT39689.1	GenBank
BGC0002904.1	AIT39690.1	GenBank
BGC0002904.1	AIT39691.1	GenBank
BGC0002904.1	AIT39692.1	GenBank
BGC0002904.1	AIT39693.1	GenBank
BGC0002904.1	AIT39694.1	GenBank
BGC0002904.1	AIT39695.1	GenBank
BGC0002904.1	AIT39696.1	GenBank
BGC0002904.1	AIT39697.1	GenBank
BGC0002906.1	AT5G25220_rename1	Not in NCBI
BGC0002906.1	AT5G25220	Not in NCBI
BGC0002906.1	AT5G25230	Not in NCBI
BGC0002906.1	AT5G25240	Not in NCBI
BGC0002906.1	AT5G25250	Not in NCBI
BGC0002906.1	AT5G25260	Not in NCBI
BGC0002906.1	AT5G25265	Not in NCBI
BGC0002906.1	AT5G25270	Not in NCBI
BGC0002906.1	AT5G25280	Not in NCBI
BGC0002906.1	AT5G25290	Not in NCBI
BGC0002906.1	AT5G25300	Not in NCBI
BGC0002906.1	AT5G25310	Not in NCBI
BGC0002906.1	AT5G25320_rename1	Not in NCBI
BGC0002906.1	AT5G25320	Not in NCBI
BGC0002906.1	AT5G25320_rename2	Not in NCBI
BGC0002906.1	AT5G25330	Not in NCBI
BGC0002906.1	AT5G25340	Not in NCBI
BGC0002906.1	AT5G25350	Not in NCBI
BGC0002906.1	AT5G25360_rename1	Not in NCBI
BGC0002906.1	AT5G25360	Not in NCBI
BGC0002906.1	AT5G25370_rename1	Not in NCBI
BGC0002906.1	AT5G25370	Not in NCBI
BGC0002909.1	SAMN04489809_1250	Not in NCBI
BGC0002909.1	SAMN04489809_1251	Not in NCBI
BGC0002909.1	SAMN04489809_1252	Not in NCBI
BGC0002909.1	SAMN04489809_1253	Not in NCBI
BGC0002909.1	SAMN04489809_1254	Not in NCBI
BGC0002909.1	SAMN04489809_1255	Not in NCBI
BGC0002909.1	SAMN04489809_1256	Not in NCBI
BGC0002909.1	SAMN04489809_1257	Not in NCBI
BGC0002909.1	SAMN04489809_1258	Not in NCBI
BGC0002909.1	SAMN04489809_1259	Not in NCBI
BGC0002909.1	SAMN04489809_1260	Not in NCBI
BGC0002911.1	PFICI_04360	Not in NCBI
BGC0002912.1	WFP21080.1	GenBank
BGC0002912.1	WFP21079.1	GenBank
BGC0002912.1	WFP21078.1	GenBank
BGC0002912.1	WFP21077.1	GenBank
BGC0002912.1	WFP21076.1	GenBank
BGC0002912.1	WFP21065.1	GenBank
BGC0002912.1	WFP21064.1	GenBank
BGC0002912.1	WFP21066.1	GenBank
BGC0002912.1	WFP21067.1	GenBank
BGC0002912.1	WFP21068.1	GenBank
BGC0002912.1	WFP21069.1	GenBank
BGC0002912.1	WFP21070.1	GenBank
BGC0002912.1	WFP21071.1	GenBank
BGC0002912.1	WFP21072.1	GenBank
BGC0002912.1	WFP21073.1	GenBank
BGC0002912.1	WFP21074.1	GenBank
BGC0002912.1	WFP21075.1	GenBank
BGC0002913.1	EDD38_RS25300	Not in NCBI
BGC0002913.1	EDD38_RS25305	Not in NCBI
BGC0002913.1	EDD38_RS41545	Not in NCBI
BGC0002913.1	EDD38_RS25315	Not in NCBI
BGC0002913.1	EDD38_RS25320	Not in NCBI
BGC0002913.1	EDD38_RS38920	Not in NCBI
BGC0002913.1	EDD38_RS25330	Not in NCBI
BGC0002913.1	EDD38_RS25335	Not in NCBI
BGC0002913.1	EDD38_RS25340	Not in NCBI
BGC0002913.1	EDD38_RS25345	Not in NCBI
BGC0002913.1	EDD38_RS25350	Not in NCBI
BGC0002914.1	WBQ34528.1	GenBank
BGC0002914.1	WBQ34529.1	GenBank
BGC0002914.1	WBQ34530.1	GenBank
BGC0002914.1	WBQ34531.1	GenBank
BGC0002914.1	WBQ34532.1	GenBank
BGC0002914.1	WBQ34533.1	GenBank
BGC0002915.1	N7925_31825	Not in NCBI
BGC0002915.1	N7925_31830	Not in NCBI
BGC0002915.1	N7925_31835	Not in NCBI
BGC0002915.1	N7925_31840	Not in NCBI
BGC0002915.1	N7925_31845	Not in NCBI
BGC0002915.1	N7925_31850	Not in NCBI
BGC0002915.1	N7925_31855	Not in NCBI
BGC0002918.1	OQ248_28165	Not in NCBI
BGC0002918.1	OQ248_28170	Not in NCBI
BGC0002918.1	OQ248_28175	Not in NCBI
BGC0002918.1	OQ248_28180	Not in NCBI
BGC0002918.1	OQ248_28185	Not in NCBI
BGC0002918.1	OQ248_28190	Not in NCBI
BGC0002918.1	OQ248_28195	Not in NCBI
BGC0002918.1	OQ248_28200	Not in NCBI
BGC0002919.1	BEV36864.1	GenBank
BGC0002919.1	BEV36865.1	GenBank
BGC0002919.1	BEV36866.1	GenBank
BGC0002919.1	BEV36867.1	GenBank
BGC0002919.1	BEV36868.1	GenBank
BGC0002919.1	BEV36869.1	GenBank
BGC0002919.1	BEV36870.1	GenBank
BGC0002919.1	BEV36871.1	GenBank
BGC0002919.1	BEV36872.1	GenBank
